user_id,id,rating
8112,4186,7
8157,35608,8
8251,33094,8
8282,21881,9
8290,1184,7
8297,23281,7
8314,469,6
8339,11285,7
8365,38883,8
8378,6347,7
8381,28223,9
8392,6547,9
8438,2993,5
8452,27633,9
8522,38101,8
8522,24833,9
8632,6956,10
8655,37786,6
8793,5279,9
8825,9941,9
8930,18247,7
8948,740,10
8973,38830,6
9001,4814,7
9004,34933,8
9021,31043,10
9055,28,5
9068,1556,9
9089,539,7
9161,37105,7
9205,5341,7
9254,20057,9
9259,28701,8
9271,33080,7
9382,34051,4
9466,22297,9
9532,39468,8
9603,4214,8
9614,25241,6
9623,502,7
9623,2476,9
9659,38659,8
9723,9515,6
9741,891,6
9801,30503,8
9882,10711,7
9942,8074,7
9957,71,9
9999,98,8
10045,28025,7
10083,32998,7
10085,2109,5
10131,20787,9
10182,10491,7
10224,36999,8
10256,7311,10
10268,10408,5
10323,10620,7
10397,21353,10
10398,2001,7
10455,7647,7
10518,209,7
10523,889,9
10546,2494,7
10568,30276,7
10586,7088,9
10598,13837,6
10649,34626,7
10683,935,7
10702,38000,5
10729,4654,6
10784,3016,8
10851,246,8
10939,36266,6
10940,1555,7
11080,34494,9
11112,32998,8
11169,36936,7
11173,34136,8
11175,272,8
11180,2014,8
11205,37521,9
11233,106,6
11237,10638,8
11243,16934,7
11297,39575,7
11378,14345,6
11461,13599,8
11474,3125,9
11485,5680,8
11534,37521,10
11545,5,8
11563,7711,8
11572,40056,8
11572,5356,5
11585,14093,6
11621,232,10
11652,12365,9
11654,33964,7
11706,34934,8
11752,1535,9
11767,7337,5
11798,10080,9
11820,16668,7
11845,31737,6
11948,32574,7
11977,37430,8
11992,16918,10
12017,6747,9
12021,13939,8
12023,37779,7
12133,4898,7
12135,4182,7
12168,13863,8
12224,8841,7
12300,31442,7
12403,31240,5
12411,33489,9
12448,10079,6
12492,30296,9
12507,1686,9
12514,30778,6
12525,23327,10
12570,256,9
12608,2759,8
12688,27831,6
12688,4752,4
12697,32182,8
12700,22043,10
12740,416,9
12750,9760,8
12822,1293,9
12823,18679,5
12844,17535,7
12848,37958,4
12916,31815,3
13003,33487,8
13031,10162,7
13075,15451,9
13224,32681,7
13259,20045,5
13288,659,7
13307,10764,9
13315,9790,6
13423,14829,7
13458,32902,8
13544,32937,10
13558,6946,8
13736,28121,8
13754,17895,8
13778,34280,6
13815,14811,8
13919,2787,9
13919,5096,10
13964,22147,6
13973,36023,7
13999,395,4
14028,34975,6
14036,2581,8
14051,12729,7
14078,2759,9
14088,467,9
14154,3299,10
14168,73,6
14180,19,9
14222,4082,8
14241,9135,7
14248,34096,10
14253,854,7
14256,17397,3
14272,20507,6
14314,205,9
14337,5,7
14353,3457,7
14370,37435,9
14455,2787,6
14473,445,8
14494,1,7
14523,15451,6
14620,14811,7
14638,31240,10
14671,12531,9
14676,36474,7
14731,11887,7
14812,38480,6
14879,23673,5
14976,22123,6
14980,20507,9
15029,8630,10
15035,16023,4
15083,476,7
15092,16498,7
15099,24415,7
15102,35849,10
15218,7088,6
15279,31757,8
15282,1815,9
15287,31798,7
15298,31173,7
15310,6712,8
15418,23289,7
15495,28999,6
15501,154,5
15509,212,8
15575,37105,8
15585,34618,7
15592,20767,8
15598,19429,6
15627,28927,8
15631,11241,6
15930,9926,10
15932,4246,7
16062,2605,9
16073,20583,9
16103,34134,7
16109,37520,7
16209,11061,9
16216,32729,8
16272,10083,9
16345,2795,4
16352,3901,10
16442,7058,7
16446,10863,10
16452,8074,7
16453,2263,4
16469,9919,6
16487,40046,6
16511,35972,6
16523,121,10
16526,8086,8
16526,40839,8
16528,34834,7
16605,28725,7
16618,8768,7
16621,37086,5
16631,3192,5
16722,2966,7
16744,523,9
16760,26349,7
16883,529,6
16930,10624,5
16974,6033,10
16990,6956,9
17008,100,7
17135,28121,8
17146,34383,9
17177,30503,9
17243,10790,8
17288,20047,6
17299,4181,8
17302,23199,8
17325,953,8
17326,1692,7
17487,32016,8
17517,6500,5
17615,32281,10
17639,2970,5
17654,19115,8
17657,143,6
17661,36028,6
17675,185,9
17692,31553,7
17745,14513,5
17755,7311,10
17801,19703,7
17858,35120,8
17873,11241,7
17881,11285,10
17881,38329,10
17932,6594,8
17932,10719,8
17954,390,7
17960,6702,10
17968,33674,10
17981,1943,10
17989,36049,7
18042,11013,8
18057,2981,8
18116,8795,7
18156,47,8
18159,284,8
18187,21511,6
18221,39326,4
18222,34612,10
18223,8937,9
18235,10721,9
18247,86,8
18312,24627,7
18324,585,10
18353,30300,9
18355,31043,7
18365,467,10
18387,35857,7
18399,39674,6
18420,1374,8
18440,3572,7
18529,8074,10
18534,34414,6
18618,39819,7
18624,21939,8
18641,339,7
18655,1840,7
18704,16498,8
18730,11469,7
18776,37450,8
18829,36456,6
18886,864,4
18953,5682,7
18961,33674,10
18978,27991,7
19013,20479,7
19037,14813,10
19069,36862,9
19071,269,7
19134,530,7
19145,74,8
19206,29786,4
19454,5177,7
19462,7472,10
19478,2001,10
19486,202,7
19486,32551,7
19530,28999,10
19531,2581,6
19594,14719,9
19692,21561,6
19724,17729,8
19751,34498,6
19758,14283,8
19772,39468,8
19828,40974,6
19864,2025,8
19886,32901,7
19912,29589,8
19922,7044,10
19950,4224,8
20069,8426,9
20074,16498,9
20076,6467,10
20187,27989,9
20204,934,9
20232,13599,7
20265,721,8
20306,24833,8
20325,1793,7
20350,34280,8
20457,25383,5
20457,32370,7
20463,11757,6
20499,31989,8
20545,6351,8
20568,18753,4
20583,1118,8
20599,1119,7
20653,8247,7
20661,22199,10
20763,324,6
20818,304,8
20821,5041,6
20821,132,6
20924,10719,8
21071,6372,8
21099,33988,6
21114,226,7
21130,1361,8
21165,22535,7
21177,8408,8
21184,10012,7
21242,1816,8
21265,35946,10
21277,11757,6
21277,34822,9
21299,39534,8
21303,176,7
21326,32901,6
21366,16668,7
21377,38329,9
21414,71,9
21467,1363,9
21540,17895,5
21721,37976,8
21741,180,8
21749,2924,7
21758,36632,5
21789,14511,9
21789,16700,7
21869,32282,8
21878,33524,7
21922,31115,5
21954,18195,9
21957,3109,7
21982,756,8
22023,20899,7
22054,759,7
22059,39587,7
22188,23281,9
22193,227,9
22209,23847,8
22216,37208,5
22223,22319,8
22240,19669,7
22322,2236,10
22338,38524,9
22338,31646,9
22373,9999,7
22391,37086,10
22394,63,7
22402,9047,10
22430,17265,8
22441,42519,8
22514,21743,7
22578,34577,5
22636,34280,4
22668,3088,6
22668,101,7
22693,39324,10
22715,263,8
22718,34561,8
22725,15489,10
22727,528,10
22728,35484,8
22731,41226,6
22788,23427,6
22802,1119,6
22811,822,7
22867,35790,4
22876,39547,10
22911,145,5
22927,2993,7
22979,36726,9
23004,34104,7
23020,37999,8
23058,17895,8
23065,22319,8
23091,1575,10
23149,19081,6
23166,743,4
23169,849,8
23189,199,9
23207,31722,9
23295,6344,8
23326,2993,6
23431,12031,9
23437,33489,9
23470,12175,6
23536,28701,9
23536,356,7
23548,16049,7
23560,30709,9
23573,10080,7
23652,16498,9
23664,32607,8
23675,11061,10
23679,8769,6
23689,21105,6
23711,1689,8
23717,37982,6
23719,1563,9
23747,6166,8
23760,10737,7
23762,28851,9
23780,2890,9
23844,10163,9
23930,34612,8
23991,38000,8
24019,31722,7
24070,14749,8
24087,34933,9
24124,32951,5
24145,740,6
24156,1698,8
24193,33206,7
24280,38826,8
24281,45,9
24346,22535,10
24360,3588,9
24378,145,5
24419,4382,7
24420,33352,10
24435,29095,8
24435,30902,6
24436,1604,8
24501,31056,7
24529,35120,7
24551,14467,6
24569,27833,6
24617,41120,8
24647,14967,9
24670,3783,8
24677,20899,9
24701,31716,7
24720,19315,7
24794,7337,7
24857,14467,7
24875,5955,5
24881,33184,7
24887,26349,8
24915,37651,7
24948,11061,4
24973,39689,7
24977,2411,7
24983,35507,8
24990,15005,7
25018,158,8
25102,34618,10
25254,7647,9
25275,10628,8
25323,10790,9
25348,10588,7
25362,9958,5
25411,31831,6
25420,31783,7
25433,9367,6
25460,1978,7
25489,28677,7
25492,9617,7
25503,31043,7
25634,38883,8
25637,30831,8
25644,31994,5
25678,40496,6
25693,1579,9
25703,2236,10
25751,38408,9
25759,1735,6
25774,5356,8
25791,14833,7
25801,873,6
25873,7054,9
25898,4581,5
25907,38963,7
25912,6205,7
25912,252,8
25919,430,10
25927,16592,6
25984,36792,7
26037,37799,7
26041,17831,4
26074,33486,7
26107,33478,5
26145,437,10
26152,30015,6
26266,37982,8
26303,31580,8
26317,13469,8
26359,30831,7
26370,41389,4
26403,30240,8
26430,9260,9
26522,2476,5
26539,41783,7
26555,8142,7
26585,13119,8
26629,8915,6
26650,900,7
26766,147,7
26852,6877,6
26909,4246,8
26912,30585,6
26941,12783,7
26980,10162,10
27015,8230,9
27054,6372,8
27096,972,8
27141,19109,5
27295,14735,9
27297,24687,9
27365,36906,7
27413,40532,4
27424,20557,4
27441,10620,7
27449,2962,10
27484,38555,10
27492,10110,7
27511,759,7
27525,9989,9
27540,31953,7
27587,19021,9
27691,37521,9
27715,4224,8
27729,37779,9
27811,32,9
27821,27927,4
27821,511,4
27947,37786,10
27957,14813,7
27990,4182,8
28018,585,8
28027,2955,8
28057,41168,10
28079,3782,9
28205,157,9
28332,1884,4
28349,39534,6
28424,10790,8
28433,31564,8
28470,4106,9
28499,34618,8
28530,10110,10
28531,1212,9
28567,20031,6
28622,32899,8
28625,28121,7
28626,227,10
28665,21863,7
28667,6634,10
28668,34855,6
28712,6747,8
28744,38659,6
28749,11021,4
28759,32887,7
28861,17397,6
28864,9919,5
28937,790,9
28985,36475,5
28992,22199,7
29030,487,7
29062,8630,5
29119,32189,7
29201,28999,10
29202,28497,7
29353,40571,6
29355,2904,10
29467,37206,5
29471,31478,8
29480,27601,5
29530,243,7
29548,2581,8
29579,13333,8
29605,35203,4
29643,2966,7
29643,205,10
29649,16868,7
29676,24439,8
29690,934,10
29737,5300,9
29808,469,10
29840,12531,9
29966,1210,9
29967,3298,8
30035,30705,5
30057,3702,6
30168,10620,9
30168,31404,8
30243,29067,6
30246,665,10
30310,469,5
30336,6984,7
30368,28977,10
30375,7311,10
30439,37722,6
30446,33502,7
30449,94,6
30460,38040,6
30489,846,7
30523,2167,10
30592,20541,7
30640,38080,9
30682,18671,6
30700,106,10
30720,16001,8
30725,10800,10
30757,22273,7
30759,22319,7
30759,13759,8
30768,40776,10
30810,3087,7
30910,1494,8
30970,3199,5
30986,2026,7
31042,16498,10
31117,880,7
31149,2201,10
31210,21563,8
31377,31338,7
31378,12531,8
31386,30654,8
31388,512,8
31436,30654,7
31436,36098,8
31449,7311,10
31499,2904,8
31507,31,6
31543,168,10
31547,30991,7
31595,11111,3
31627,9969,10
31747,18277,9
31833,30276,7
31852,467,10
31879,28,9
31921,489,8
31922,3328,4
31951,19815,10
31957,41619,7
31966,9989,5
31987,2923,9
31996,36286,6
32031,34599,9
32099,3457,6
32118,21405,9
32136,40221,9
32141,32262,5
32275,1535,7
32307,34280,6
32316,5231,9
32324,25777,9
32410,33478,6
32453,26243,4
32462,39597,8
32550,16417,7
32566,8133,8
32586,451,7
32589,11161,7
32600,40540,5
32616,31758,9
32646,35507,8
32660,2988,9
32677,10790,8
32698,10464,7
32716,109,8
32716,3225,6
32772,30503,8
32775,33486,10
32802,2167,7
32841,4981,10
32869,35843,10
32978,20745,7
33007,9515,5
33028,5300,8
33057,20889,7
33071,25313,9
33196,10087,10
33202,3358,8
33238,7593,7
33258,37095,9
33356,37078,7
33377,9355,6
33416,34051,7
33457,15059,6
33464,37601,6
33487,30383,9
33501,38691,9
33520,11111,7
33591,27899,8
33691,21085,9
33742,811,7
33777,16592,7
33787,2129,9
33804,25777,8
33840,22729,7
33852,31240,9
33870,35905,7
33887,20509,7
33893,19257,9
33897,28497,7
33927,1735,5
33930,1722,10
33964,36539,6
34083,23283,10
34133,208,5
34181,30503,9
34203,50,10
34304,32698,6
34310,15451,8
34327,12565,6
34336,437,8
34398,10934,9
34402,33985,6
34489,34626,7
34501,8653,6
34568,38002,8
34623,27775,7
34634,31043,9
34649,33352,8
34673,15379,8
34767,15687,7
34861,5772,6
34868,19815,10
34884,41120,6
34904,32937,8
35018,11757,6
35071,392,8
35105,23321,7
35133,19363,9
35147,24415,9
35168,3053,7
35182,6867,6
35222,543,9
35251,20745,7
35274,40591,8
35295,443,7
35335,5194,6
35372,169,3
35465,6408,7
35512,8557,10
35536,19117,8
35570,1827,7
35646,13759,7
35726,15809,6
35766,2787,10
35832,10643,7
35883,16067,9
35942,30544,8
35951,2248,7
35997,9618,7
36058,477,9
36172,15809,8
36207,267,9
36342,199,9
36365,34802,5
36376,20,10
36407,801,8
36418,38778,7
36423,6045,1
36426,1489,6
36484,1824,6
36601,941,6
36663,957,6
36670,32937,8
36684,16353,7
36712,30727,7
36742,199,9
36795,2518,10
36915,9331,8
36940,36946,10
37023,31043,9
37134,16774,9
37201,22535,10
37209,6234,8
37223,35677,6
37227,918,10
37308,1996,8
37336,34914,8
37377,14345,7
37404,6587,5
37441,28121,6
37505,18767,6
37585,2759,9
37717,5204,8
37727,16498,10
37805,9135,4
37889,3674,9
37894,39701,6
37899,1313,10
37919,31758,8
37921,14719,8
37935,37990,8
38007,2322,7
38016,264,9
38019,34300,8
38066,5045,7
38143,18451,6
38143,30384,7
38166,32937,8
38168,29803,9
38210,37510,9
38231,226,7
38247,31339,9
38311,39792,9
38427,10213,8
38481,37989,8
38495,24,9
38495,2413,6
38524,38735,7
38695,9756,9
38704,16241,7
38802,11697,6
38818,23623,7
38979,38481,8
39040,524,10
39044,14741,7
39045,27821,9
39098,37491,7
39135,32323,6
39160,39017,7
39234,28223,10
39237,323,5
39280,33253,7
39353,32561,5
39397,33731,7
39420,38357,10
39460,121,8
39504,193,8
39516,32937,8
39536,30694,7
39566,8756,8
39570,199,8
39647,31327,8
39649,1594,10
39655,323,6
39686,4477,9
39750,38940,8
39773,11013,6
39785,8516,6
39822,1840,9
39838,30276,9
39883,1896,9
39905,3092,5
39925,3121,10
39939,371,7
39942,120,8
39956,24,10
39990,15809,9
40049,5978,6
40074,2143,8
40075,431,10
40088,30123,7
40153,1204,8
40163,7769,7
40204,4477,7
40230,19369,5
40290,11741,8
40292,641,8
40353,4181,10
40381,35589,8
40411,26243,8
40455,189,8
40481,20031,9
40502,20,7
40510,21843,8
40558,5681,8
40583,34881,10
40601,16355,6
40857,24,7
40885,27829,7
40898,35838,7
40903,448,7
40904,9203,8
40965,10647,5
40968,10163,7
41001,384,4
41031,32,7
41135,10017,6
41138,18247,7
41138,77,8
41146,32686,6
41162,6347,8
41190,2021,10
41233,32827,9
41260,18153,7
41348,34497,5
41402,13759,10
41471,4107,7
41476,29095,7
41476,15687,7
41500,468,8
41532,985,6
41585,3927,9
41624,22535,8
41638,29027,8
41710,877,8
41712,31737,7
41812,21797,9
41813,37086,7
41820,43,9
41877,36456,9
41925,1157,5
41956,16782,9
41961,29786,6
41982,24,9
42006,5081,8
42033,11499,7
42056,267,8
42079,6194,4
42079,30127,3
42079,2961,6
42142,1430,10
42159,2966,7
42171,877,7
42239,39112,8
42270,9253,7
42307,8086,7
42326,22319,7
42336,4224,10
42364,11553,7
42461,4081,8
42539,10620,7
42635,7627,4
42727,898,8
42741,1813,8
42751,39940,8
42766,7593,7
42769,199,9
42778,3848,7
42783,94,9
42797,13411,6
42820,6372,7
42836,2582,9
42863,1686,6
42889,10110,7
42908,30,9
42950,14749,7
42970,512,8
42974,29095,6
42981,33834,6
43020,22097,5
43024,30503,10
43033,11069,4
43045,5355,9
43076,8422,8
43106,36296,8
43123,27831,9
43129,33034,5
43173,33161,8
43178,36885,3
43199,10719,7
43205,11981,8
43293,3230,7
43326,5675,10
43365,173,6
43393,28299,6
43398,34125,7
43526,37999,10
43539,8247,9
43578,35322,10
43686,133,9
43737,23233,9
43788,31722,7
43822,32379,5
43895,33338,9
43916,4938,9
43962,1195,9
44043,4835,7
44050,23283,7
44110,40540,6
44152,1914,9
44212,2167,8
44296,28121,8
44405,10620,9
44438,28999,8
44467,24701,10
44471,35557,8
44484,4437,9
44495,10408,8
44567,24469,7
44581,15005,10
44707,32281,10
44716,22745,6
44730,24855,8
44784,199,8
44800,38292,7
44904,9366,8
44923,9023,6
44927,31933,8
44944,31339,8
44951,28121,6
45002,16742,8
45041,617,8
45072,2759,4
45091,13659,8
45116,2605,6
45137,16668,8
45165,37497,7
45169,37589,8
45225,12293,5
45227,4901,7
45254,2476,1
45288,12729,6
45312,2605,7
45449,4896,7
45467,30831,7
45544,10456,8
45749,31168,7
45839,2201,7
45897,34822,8
45903,10162,7
45910,14713,8
45983,155,9
46026,14131,7
46029,10620,6
46058,4472,7
46099,3701,8
46099,41168,9
46103,11665,8
46126,12445,8
46130,33486,7
46142,39701,9
46155,30654,9
46158,31964,10
46256,38753,8
46327,2001,7
46336,27927,5
46344,486,9
46351,2248,9
46352,31630,7
46404,14175,8
46426,31338,6
46427,9656,8
46432,18617,9
46459,1536,9
46479,1925,6
46505,35015,7
46607,18689,7
46618,11701,8
46628,34822,8
46681,27891,6
46692,14527,9
46843,34540,4
46892,40221,8
46902,12487,10
46974,4214,7
47019,1004,6
47033,30,9
47092,1575,10
47118,35566,7
47157,1148,5
47181,39606,5
47217,9355,5
47347,32951,7
47361,39026,6
47397,12057,5
47413,25013,9
47436,58,8
47560,15051,10
47580,9181,6
47596,32188,9
47604,31043,9
47605,28351,6
47645,15689,8
47645,11887,8
47649,2273,8
47775,10163,8
47996,36286,8
48000,21405,6
48060,5713,8
48209,12365,8
48252,37450,9
48285,14397,8
48289,40417,9
48330,443,9
48448,186,6
48467,15451,9
48480,8536,6
48605,270,6
48661,1887,9
48687,5680,6
48696,13073,7
48696,31405,9
48703,10087,9
48777,2236,9
48805,376,4
48826,8769,5
48833,7148,8
48901,10020,7
48941,30276,8
48944,914,9
48969,1953,8
48986,892,10
49008,32281,10
49097,861,9
49170,2020,5
49194,20583,10
49363,37779,8
49393,1118,8
49432,22687,8
49484,2926,10
49492,13601,9
49522,8514,7
49624,37964,7
49667,135,8
49705,2904,8
49739,4382,7
49739,20,7
49767,1639,10
49866,20507,7
49919,39587,8
49942,4081,9
49999,47,5
50002,8247,6
50105,8424,6
50116,2154,7
50119,21405,7
50131,25,9
50139,31764,10
50220,18115,8
50254,30240,8
50263,27899,6
50301,11597,5
50321,2581,6
50485,3999,1
50508,36470,7
50538,9750,7
50538,1195,8
50600,29785,5
50666,10800,9
50678,17745,7
50687,6178,8
50693,18679,9
50716,23133,3
50737,15617,6
50737,6114,5
50754,30276,10
50782,33486,8
50784,13219,9
50796,3470,8
50820,35821,8
50870,37349,9
50870,18041,10
50921,31646,9
50955,36904,7
50997,11577,10
51005,2030,5
51058,14765,7
51087,3785,5
51089,35073,7
51160,1579,6
51171,31163,8
51310,28285,9
51381,31953,8
51399,30694,5
51409,523,9
51424,11741,8
51449,14719,10
51453,5039,7
51470,9367,8
51488,14397,9
51490,30385,6
51603,101,8
51622,8277,7
51732,28155,10
51821,34534,10
51825,32828,6
51860,8876,9
51878,1956,9
51883,5251,8
51945,12549,7
51948,11701,5
51971,13759,9
51978,1840,9
52012,4918,10
52019,21435,5
52021,9465,9
52072,34086,6
52094,26443,8
52111,37910,8
52128,760,8
52156,150,9
52181,34934,7
52212,5597,8
52240,73,8
52267,442,5
52296,4999,8
52317,730,3
52323,18897,9
52340,22729,4
52355,109,5
52396,9919,10
52398,16782,9
52415,39388,8
52425,40024,7
52467,11887,7
52662,10448,10
52662,29786,9
52676,7338,7
52676,5356,7
52679,24655,10
52703,14741,9
52752,12679,7
52802,1222,7
52812,25159,7
52829,20031,7
52879,10721,9
52915,8841,8
52976,10075,8
52989,39547,8
53122,31592,8
53129,5690,9
53162,11113,7
53188,3654,7
53197,746,7
53264,32961,7
53273,37521,9
53288,23755,10
53294,36309,7
53300,10020,6
53331,6151,10
53332,18393,6
53340,1688,8
53356,17074,10
53378,38472,8
53384,11339,7
53388,6988,7
53398,147,10
53415,406,5
53478,4214,5
53511,28617,8
53529,21653,8
53626,11577,9
53631,16498,9
53640,15201,8
53645,36286,6
53689,149,6
53800,886,7
53814,2129,6
53814,4365,5
53816,4282,6
53882,34439,9
53935,7054,7
53949,22535,9
53950,294,7
53956,33161,8
54000,30191,9
54007,28677,8
54019,36882,8
54054,1571,10
54075,1913,5
54171,8630,9
54185,12113,9
54200,26243,8
54233,1573,5
54246,17895,6
54303,28999,9
54304,1575,9
54350,4163,9
54464,30,7
54482,32,10
54526,30,8
54560,189,8
54562,6811,8
54621,34577,8
54642,2981,7
54703,5277,10
54743,14813,8
54758,23273,9
54763,32615,10
54788,31952,8
54788,1887,4
54796,35472,7
54818,395,7
54876,25839,7
54969,226,9
54971,7088,8
54974,339,5
55022,35073,10
55066,36990,9
55082,4181,10
55107,30205,7
55127,1563,7
55131,74,7
55163,2904,10
55164,37799,6
55208,493,8
55227,22135,10
55246,389,10
55267,5277,7
55367,71,8
55372,19117,7
55446,68,8
55466,6572,8
55475,4793,4
55515,463,9
55536,13667,7
55714,6351,8
55726,527,5
55730,2424,7
55751,21881,7
55986,10163,8
56010,38793,7
56034,31318,8
56104,106,10
56137,1535,6
56149,4744,8
56162,9253,10
56184,36652,10
56246,22297,9
56324,10155,8
56339,1118,6
56365,14289,8
56442,31964,8
56459,33142,6
56493,35983,7
56500,187,8
56510,35376,9
56540,23755,7
56548,25835,9
56552,1040,6
56564,34240,10
56608,6408,8
56621,20507,9
56725,8241,7
56762,5702,8
56783,199,10
56802,16498,9
56856,21635,8
56859,3972,9
56872,10897,7
56920,36181,3
56939,7596,5
56945,14967,8
56975,985,8
57035,28249,6
57090,38691,8
57098,7311,8
57104,7627,9
57125,1006,10
57143,17187,7
57156,9330,9
57159,12783,5
57232,30321,3
57232,8426,9
57258,37430,6
57337,25777,8
57342,35427,7
57426,2966,8
57465,28701,9
57495,587,7
57566,19669,8
57610,30016,8
57667,37347,8
57703,10716,8
57714,22777,7
57721,36828,3
57732,2356,8
57774,21995,7
57824,24543,5
57895,30296,9
57907,39199,5
57995,32189,9
58005,22663,9
58005,30911,10
58026,6896,9
58035,5682,7
58062,41389,8
58122,10620,7
58187,5525,6
58187,6,6
58250,4970,8
58253,1360,7
58299,33164,6
58337,2993,8
58351,35790,9
58415,656,10
58434,22535,9
58444,25879,9
58496,1530,7
58519,11759,8
58532,821,4
58540,21995,7
58560,1847,7
58578,33095,8
58593,855,8
58709,16934,7
58721,31580,8
58721,30901,7
58859,36838,10
58864,12117,9
58907,18115,10
58944,10572,7
58944,31490,7
58975,21659,8
58988,10589,7
59002,30806,7
59008,859,8
59026,199,7
59058,10075,7
59059,335,7
59065,23755,10
59110,9750,6
59113,38101,7
59127,9756,10
59128,34019,6
59139,4535,7
59141,23673,8
59177,11757,10
59241,71,9
59244,9969,9
59465,6351,8
59479,28755,9
59521,1699,7
59522,15431,6
59548,16524,7
59573,6547,10
59730,14813,7
59731,20031,8
59755,29803,6
59758,7054,9
59775,20507,6
59862,11079,8
59866,31798,7
59962,29301,7
59971,5042,9
59975,15315,6
60011,10920,7
60101,31478,7
60172,2904,9
60235,790,8
60276,17535,9
60337,25537,6
60372,25687,7
60376,431,8
60472,8676,9
60528,31080,7
60539,33011,7
60567,7791,8
60635,35241,7
60655,13055,6
60655,139,10
60656,35262,8
60723,430,8
60725,1614,7
60761,3881,5
60766,1156,4
60852,9065,7
60867,11103,6
60974,512,10
60978,28851,7
61071,39523,6
61095,2167,8
61103,16706,9
61116,2961,8
61134,2275,5
61236,74,4
61294,34738,5
61299,10030,8
61322,28851,7
61366,38905,6
61372,1313,8
61408,16444,7
61423,5681,9
61475,9989,8
61486,5525,7
61503,10490,8
61531,28171,7
61549,667,4
61550,36896,7
61557,2001,9
61584,15039,5
61605,30727,6
61606,853,7
61621,28677,9
61626,189,6
61711,2476,4
61719,27787,9
61787,18441,5
61871,4181,10
61885,30015,8
61914,6547,8
61987,72,8
62010,31380,10
62071,11757,8
62075,38699,6
62125,10153,7
62138,11757,9
62155,9925,7
62164,14719,5
62230,33031,9
62234,6922,7
62251,37520,9
62258,23273,9
62282,2513,9
62335,4063,8
62348,2593,8
62409,34599,8
62427,195,7
62470,1698,8
62519,23283,8
62531,3652,10
62535,36043,9
62551,9342,1
62678,1535,10
62679,8532,10
